total_signals,traded,no_trade,no_trade_rate,win_count,loss_count,win_rate,avg_pnl_pct,avg_win_pct,avg_loss_pct,profit_factor,max_drawdown,total_return,monthly_winrate
45,33,12,26.7%,16,8,48.5%,1.57%,2.88%,-1.04%,5.54,-2.01%,37.71%,2025-01: 50%  |  2025-02: 67%  |  2025-03: 67%  |  2025-04: 100%  |  2025-05: 67%  |  2025-06: 0%  |  2025-07: 0%  |  2025-08: 100%  |  2025-09: 100%  |  2025-10: 0%  |  2025-11: 100%  |  2025-12: 67%
